name,lat,lon,region,division,subdivision
Hôpital de la caisse,4.921971,12.304498,Centre,Mbam-et-Kim,Nanga-Eboko
Hôpital de police,9.309257,13.395482,North,Benoue,Garoua I
Hôpital des Endemies de Bafia,4.759011,11.228683,Centre,Mbam-et-Inoubou,Bafia
Hôpital des Plaies,5.495514,10.136775,West,Menoua,Nkong-Zem
Hôpital des soeurs,4.002327,9.763134,Littoral,Wouri,Douala III
Hôpital des soeurs d'Evodoula,4.097086,11.202249,Centre,Lekie,Evodoula
Hôpital du District d'Eyumodjock,5.769658,8.981305,South-West,Manyu,Eyumodjock
Hôpital militaire de Région,9.309305,13.383862,North,Benoue,Garoua I
Hôpital régional d'Ebolowa,2.925055,11.156172,South,Mvila,Ebolowa II
Hôpital à construire karam,10.006123,15.621145,Far North,Mayo-Danay,Gobo
Hôpitl Régional de MAROUA,10.601536,14.314108,Far North,Diamare,Maroua I
Hôpitl de la SURETE NATIONAL,10.603157,14.315238,Far North,Diamare,Maroua I
Hôptial de District,5.388907,10.329124,West,Hauts-Plateaux,Bamendjou
IAI-infirmerie,3.813782,11.558618,Centre,Mfoundi,Nkolafamba
IKILIWINDI INTERGRATED HC,4.72608,9.488053,South-West,Meme,Kumba II
INDUSTRIES CHIMIQUES ET FABRICATION DE PRODUITS CHIMIQUES,3.986733,13.178187,East,Haut-Nyong,Abong-Mbang
INNEL,3.89499,11.513344,Centre,Lekie,YaoundÃ© I
INTERGRATED HEALTH CENTER MBOUASSOUM,5.126837,9.816644,South-West,Kupe-Manenguba,MÃ©long
INTERGRATED HEALTH CENTER NKACK,5.037107,9.779678,South-West,Kupe-Manenguba,Bangem
INTERGRATED HEALTH CENTER NKIKOH,5.086828,9.802798,South-West,Kupe-Manenguba,Bangem
Idenau pharmacy,4.203869,8.992313,South-West,,Idenau
Idenau subdivisional Hospital,4.201514,8.996697,South-West,Fako,Idenau
Infirmerie,2.917572,11.165592,South,Mvila,Ebolowa II
Infirmerie,9.319093,13.403897,North,Benoue,Garoua II
Infirmerie De Garnison,2.943784,9.911424,South,Ocean,Kribi II
Infirmerie de Garnison du 41eme Bataillon infanterie motorisée,12.090647,14.999428,Far North,Logone-Et-Chari,KoussÃ©ri
Insolafrica,2.935627,9.909947,South,Ocean,Kribi I
Integrated Health Center,4.819745,9.461037,South-West,Meme,Kumba II
Integrated Health Center,5.860478,10.445214,North-West,Ngo-ketunjia,Balikumbat
Integrated Health Center,4.140764,9.305524,South-West,Fako,Buea
Integrated Health Centre,4.15417,9.233357,South-West,Fako,Buea
Integrated Health Centre Mighang-Mbaw,5.894131,10.475565,North-West,Ngo-ketunjia,Ndop
Integrated Health Centre Molyko,4.160575,9.285271,South-West,Fako,Buea
Integrated health Center,4.154451,9.251876,South-West,Fako,Buea
Jikijem Baptist Health Center,6.240715,10.469999,North-West,Boyo,Elak
Josephina Médical Space Al . Technologie (cabinet Médicalisé De Beauté Et De Bien-etre),3.900451,11.547256,Centre,Mefou-et-Afamba,YaoundÃ© V
Jouvence,3.830017,11.482033,Centre,Mfoundi,YaoundÃ© III
Jproso plus,3.822318,11.471849,Centre,Mfoundi,YaoundÃ© VI
KEBAH Health Center,4.176651,9.302191,South-West,Fako,Buea
KK,4.575754,13.667984,East,Lom-Et-Djerem,Bertoua I
KOMBONE integrated health Centre,4.602714,9.32925,South-West,Meme,Kumba I
KURUME INTERGRATED HC,4.900532,9.47268,South-West,Meme,Konye
Kahwa Sumbele Medical Center,4.155453,9.300537,South-West,Fako,Buea
Kouhouat Baptist Health Center,5.794217,10.723347,West,Noun,Bangourain
Kutenda Médical,3.87603,11.541148,Centre,Mfoundi,YaoundÃ© V
L'espoir Santé,3.880237,11.556585,Centre,Mfoundi,YaoundÃ© V
LAROSBI CLINIC LABORATRY,4.022392,9.214181,South-West,Fako,LimbÃ© I
LM St Mary medical,3.862894,11.504169,Centre,Mfoundi,YaoundÃ© VI
La Bienfaisance,3.898795,11.544156,Centre,Mefou-et-Afamba,YaoundÃ© V
La Concorde,4.083973,9.738054,Littoral,Wouri,Douala V
La Fraternité,3.910293,11.543047,Centre,Mefou-et-Afamba,YaoundÃ© V
La Fraternité D'etetak,3.880402,11.479003,Centre,Lekie,YaoundÃ© VII
La Gaieté,3.91015,11.546439,Centre,Mefou-et-Afamba,YaoundÃ© V
La Gloire,3.928852,11.556633,Centre,Mefou-et-Afamba,YaoundÃ© V
La Grande Pharmacie des Lumiéres,3.884941,11.518553,Centre,Lekie,YaoundÃ© I
La Grâce,3.883407,11.564093,Centre,Mefou-et-Afamba,YaoundÃ© V
La Grâce De Dieu,3.871957,11.537851,Centre,Mfoundi,YaoundÃ© V
La Grâce Du Rédempteur,3.930537,11.542276,Centre,Lekie,YaoundÃ© I
La Main Douce Plus,3.87999,11.561603,Centre,Mefou-et-Afamba,YaoundÃ© V
La Miséricorde,3.902558,11.546843,Centre,Mefou-et-Afamba,YaoundÃ© V
La Miséricorde,3.907082,11.537204,Centre,Lekie,YaoundÃ© V
La Morque d'Okola,4.027067,11.382758,Centre,Lekie,Okala
La Médecine Naturelle De Maman Nettoyage,3.924255,11.56052,Centre,Mefou-et-Afamba,YaoundÃ© V
La Paix Des Anges,3.884715,11.561098,Centre,Mefou-et-Afamba,YaoundÃ© V
La Passerelle Clinique,3.874802,11.4685,Centre,Lekie,YaoundÃ© VII
La Patience,3.899748,11.54433,Centre,Mefou-et-Afamba,YaoundÃ© V
La Providence,3.878033,11.470308,Centre,Lekie,YaoundÃ© VII
La Providence,4.087277,9.665083,Littoral,Wouri,Douala IV
La Relève,3.897533,11.450922,Centre,Lekie,YaoundÃ© VII
La Renaissance,3.882542,11.467993,Centre,Lekie,YaoundÃ© VII
La Référence,3.893278,11.541949,Centre,Mefou-et-Afamba,YaoundÃ© V
La Référence de Ngousso,3.894345,11.54917,Centre,Mefou-et-Afamba,YaoundÃ© V
La Sante,3.872459,11.532224,Centre,Mfoundi,YaoundÃ© V
La Solidarité,3.881811,11.546913,Centre,Mfoundi,YaoundÃ© V
La Trinité,3.855993,11.45138,Centre,Mfoundi,YaoundÃ© VII
La Vertu,3.862243,11.574121,Centre,Mfoundi,Nkolafamba
La patience,3.839182,11.46,Centre,Mfoundi,YaoundÃ© VI
La relève,7.34544,13.590578,Adamaoua,Vina,NgaoundÃ©rÃ© II
La référence Boîte à Pharmacie du Marche du MIL,12.070828,15.030934,Far North,Logone-Et-Chari,KoussÃ©ri
La salette,2.951704,9.925301,South,Ocean,Kribi II
Labogenie,4.004925,9.21049,South-West,,LimbÃ© I
Laboratoire,3.845105,11.545886,Centre,Mfoundi,YaoundÃ© IV
Laboratoire BETHSAÏDA,2.913359,11.167812,South,Mvila,Ebolowa II
Laboratoire Bethanie deluxe,3.865497,11.496559,Centre,Mfoundi,YaoundÃ© VI
Laboratoire Bourgeois,3.907291,11.562709,Centre,Mefou-et-Afamba,YaoundÃ© V
Laboratoire De Confiance,2.910249,11.147851,South,Mvila,Ebolowa II
Laboratoire International de Yaoundé,3.899152,11.518127,Centre,Lekie,YaoundÃ© I
Laboratoire Lumen,3.864022,11.497551,Centre,Mfoundi,YaoundÃ© VI
Laboratoire Meka,3.893213,11.509124,Centre,Lekie,YaoundÃ© I
Laboratoire Moderne de Référence,3.870785,11.499105,Centre,Mfoundi,YaoundÃ© VI
Laboratoire Prima - analyses médicales,3.879473,11.518301,Centre,Mfoundi,YaoundÃ© I
Laboratoire Simama,2.917391,11.154672,South,Mvila,Ebolowa II
Laboratoire bethanie ocean,2.953321,9.925231,South,Ocean,Kribi II
Laboratoire d'analyse médicale Owonto de Mokolo,3.87667,11.496082,Centre,Mfoundi,YaoundÃ© II
Laboratoire d'analyse médicale du centre,3.854873,11.520239,Centre,Mfoundi,YaoundÃ© III
Laboratoire d'analyses médicales bio-diagnostica,3.867366,11.520972,Centre,Mfoundi,YaoundÃ© I
Laboratoire de Santé Hygiène Mobile,3.870122,11.50859,Centre,Mfoundi,YaoundÃ© II
Laboratoire de biologie medicale de l'ocean labocean,2.95576,9.91946,South,Ocean,Kribi II
Laborex,4.052079,9.701245,Littoral,Wouri,Douala I
Lakempa,7.328608,13.599394,Adamaoua,Vina,NgaoundÃ©rÃ© II
Larosbi Maternity Clinic,4.023601,9.213237,South-West,Fako,LimbÃ© I
Le Bien Être De Ngousso,3.89934,11.545859,Centre,Mefou-et-Afamba,YaoundÃ© V
Le Bien-être De Nkolmesseng,3.878235,11.560187,Centre,Mfoundi,YaoundÃ© V
Le Jourdain Hôpital,3.836098,11.495241,Centre,Mfoundi,YaoundÃ© III
Le Magnificat,3.892147,11.544655,Centre,Mefou-et-Afamba,YaoundÃ© V
Le Mfoundi,3.871277,11.523793,Centre,Mfoundi,YaoundÃ© I
Le Samaritain Plus,3.84421,11.453103,Centre,Mfoundi,YaoundÃ© VII
Le Toubib,3.892623,11.547825,Centre,Mefou-et-Afamba,YaoundÃ© V
Le bon berger,2.953213,9.927469,South,Ocean,Kribi II
Les Merveilles,3.921691,11.542334,Centre,Lekie,YaoundÃ© V
Les Merveilles De Dieu,3.898485,11.567078,Centre,Mefou-et-Afamba,YaoundÃ© V
Les Premiers Secours De Ngoulmekong - Fosapps,3.906399,11.563244,Centre,Mefou-et-Afamba,YaoundÃ© V
Les Promoteurs De La Bonne Santé,3.850676,11.500312,Centre,Mfoundi,YaoundÃ© III
Lido,3.870173,11.530941,Centre,Mfoundi,YaoundÃ© V
Lienou,3.859494,11.555637,Centre,Mfoundi,YaoundÃ© IV
Limbe District Health Service,4.006319,9.210614,South-West,,LimbÃ© I
Limbe Health District,4.006493,9.209319,South-West,,LimbÃ© I
Limbe Pharmacy,4.019402,9.20815,South-West,Fako,LimbÃ© I
Limbe Pharmacy,4.020638,9.209093,South-West,Fako,LimbÃ© I
Longrich Health & Wealth Home,3.898599,11.550707,Centre,Mefou-et-Afamba,YaoundÃ© V
Los Marie Baudon,7.326974,13.606015,Adamaoua,Vina,NgaoundÃ©rÃ© II
Léproserie de La Dibamba,3.967375,9.816594,Littoral,Wouri,Douala III
MBAKWA SUPE INTERGRATED HC,5.01015,9.419257,South-West,Meme,Konye
MELLEN ZAMANE,2.711343,13.02093,South,Dja-Et-Lobo,Djoum
MINDILI,3.824584,11.53644,Centre,Mfoundi,YaoundÃ© IV
MPR,4.640179,9.682978,Littoral,Moungo,Penja
Maeva Care Clinique,3.869957,11.530008,Centre,Mfoundi,YaoundÃ© V
Magrabi ICO Cameroon Eye Institute,3.983433,11.448195,Centre,Lekie,Okala
Maison De La Santé St Paul,3.875794,11.543395,Centre,Mfoundi,YaoundÃ© V
Makarios eye,4.015141,9.206528,South-West,Fako,LimbÃ© I
Mal Barr,3.884611,11.549133,Centre,Mefou-et-Afamba,YaoundÃ© V
Malam Aoaudou Tapare,7.323915,13.597359,Adamaoua,Vina,NgaoundÃ©rÃ© II
Malam Dala Dala Guérisseur,9.352014,13.416391,North,Benoue,Garoua II
Maloine Sarl,3.914165,11.564361,Centre,Mefou-et-Afamba,YaoundÃ© V
Maman Diana,3.827416,11.471123,Centre,Mfoundi,YaoundÃ© VI
Maman Diana,3.828824,11.471066,Centre,Mfoundi,YaoundÃ© VI
Mamfe District Hospital,5.730917,9.311027,South-West,Manyu,Mamfe
Mami Macta,3.871287,11.534616,Centre,Mfoundi,YaoundÃ© V
Manyemen Hospital,4.15767,9.240011,South-West,Fako,Buea
Mary Health of Africa General Hospital,5.483964,9.860269,South-West,Lebialem,Menji
Maternity,4.141727,9.302815,South-West,Fako,Buea
Maternity,4.094398,9.315217,South-West,Fako,Tiko
Maternité Marie Étoudi,3.918775,11.527542,Centre,Lekie,YaoundÃ© I
Maternité Saint Paul de Nylon,4.038029,9.725449,Littoral,Wouri,Douala III
Mbalmayo district hospital,3.519879,11.504293,Centre,Nyong-et-So,Mbalmayo
Mbingo Baptist Hospital,5.478177,10.434632,West,Mifi,Bafoussam I
Mbingo Baptist Hospital,6.164111,10.290681,North-West,Boyo,Belo
Mbonge hospital,4.535383,9.103243,South-West,Ndian,Mbonge
Mboppi Baptist Hospital,4.040914,9.716361,Littoral,Wouri,Douala II
Md Vet Distribution Des Medicament Veterinaire,9.302712,13.396402,North,Benoue,Garoua I
Medecine chinoise,2.927633,9.912396,South,Ocean,Kribi I
Medical Services,3.878898,11.539695,Centre,Mfoundi,YaoundÃ© V
Medicare,4.153926,9.254221,South-West,Fako,Buea
Medicare health Center,4.153872,9.254086,South-West,Fako,Buea
Medicy,3.872307,11.53633,Centre,Mfoundi,YaoundÃ© V
Mere thetesa,4.156455,9.265005,South-West,Fako,Buea
Military Hospital,4.154053,9.247367,South-West,Fako,Buea
Militry medical center,4.025851,9.185831,South-West,Fako,LimbÃ© II
Miserocorde,3.862718,11.50367,Centre,Mfoundi,YaoundÃ© VI
Moliwe Health Area,4.057217,9.227846,South-West,Fako,LimbÃ© I
Molyko Hospital (INCOREHCC),4.163324,9.288651,South-West,Fako,Buea
Morgue de Bangou,5.255316,10.397768,West,Hauts-Plateaux,Bangou
Morgue de buea,4.148804,9.23805,South-West,Fako,Buea
Mount mary hospital,4.157536,9.240357,South-West,Fako,Buea
Mountain Pharmacy,4.153702,9.243041,South-West,Fako,Buea
Moyo Polyclinique Yde Cameroun,3.872242,11.472629,Centre,Lekie,YaoundÃ© VII
Mpouma,3.788275,10.130016,Littoral,Sanaga-Maritime,ÃdÃ©a I
Muaku Health Centre,5.054684,9.747849,South-West,Kupe-Manenguba,Bangem
Mutuelle de Sante,3.564063,13.404772,East,Haut-Nyong,Mindourou
Médecin Sans Frontière,10.590316,14.297138,Far North,Diamare,Maroua I
Médecins Sans Frontières,12.100195,15.028017,Far North,Logone-Et-Chari,KoussÃ©ri
Médicament Vétérinaire,3.868917,11.527783,Centre,Mfoundi,YaoundÃ© V
NDIFOR CLINIC,4.024056,9.188055,South-West,Fako,LimbÃ© II
NIKEL,3.234732,12.116586,South,Dja-Et-Lobo,Meyomessala
Naroge Medical & Services,3.888496,11.538034,Centre,Mefou-et-Afamba,YaoundÃ© V
Ndop District Hospital,6.000873,10.444681,North-West,Ngo-ketunjia,Ndop
Ndu Hospital,6.425871,10.804635,North-West,Donga-Mantung,Ndu
Ngog Lituba,3.834702,11.466939,Centre,Mfoundi,YaoundÃ© VI
Nightingale,4.010588,9.215648,South-West,Fako,LimbÃ© I
Nightingale Marternity Home,5.980919,10.393224,North-West,Ngo-ketunjia,Ndop
Nkomba Mambanda Phamarcy,4.071182,9.667965,Littoral,Wouri,Douala IV
Notre Dame de la Merci de Nguinda,4.64265,12.378334,Centre,Haute-Sanaga,Nanga-Eboko
Nouveau pharmacie d'Akwa,4.046367,9.698381,Littoral,Wouri,Douala I
Nouvele Pharmacie du Benin,5.479895,10.413687,West,Mifi,Bafoussam I
Nouvelle Pharmacie du Bénin,5.480877,10.413009,West,Mifi,Bafoussam II
Novel Medical Center,4.091106,9.665038,Littoral,Wouri,Douala IV
Nyasoso Presbyterian Hospital,4.830331,9.680056,South-West,Kupe-Manenguba,Tombel
ONG Nofowop CEMEST,3.838585,11.460354,Centre,Mfoundi,YaoundÃ© VI
Obili,3.851206,11.493475,Centre,Mfoundi,YaoundÃ© III
Oganisation Internationale Pour La Sante En Afrique ?uvre De Bamyanga,7.295382,13.572508,Adamaoua,Vina,NgaoundÃ©rÃ© I
Olembé Pharmacy,3.956905,11.533432,Centre,Lekie,YaoundÃ© I
Open Door Medical Clinic,4.017097,9.113293,South-West,Fako,LimbÃ© II
PAD Centre Medico-Social,4.06612,9.70385,Littoral,Wouri,Douala I
PHARMACIE CARREFOUR PK11,4.051089,9.776753,Littoral,Wouri,Douala III
PMI Kumbo Hospital,6.20164,10.675288,North-West,Bui,Kumbo
POLYCLINIQUE INNOV'A,3.800745,11.526007,Centre,Mfoundi,YaoundÃ© IV
Parapharmacie,3.878381,11.532929,Centre,Mfoundi,YaoundÃ© V
Parapharmacie PM Beauty Cmr,3.83913,11.486795,Centre,Mfoundi,YaoundÃ© VI
Pavillon Ngantaha,3.865061,11.503883,Centre,Mfoundi,YaoundÃ© VI
People's pharmacy PK 8,4.047254,9.759486,Littoral,Wouri,Douala III
Phamacie Bayard,3.902416,11.546169,Centre,Mefou-et-Afamba,YaoundÃ© V
Phamacie de l'Amour,4.095773,9.651004,Littoral,Wouri,Douala IV
Phamacie de l'Horizon,4.066069,9.729358,Littoral,Wouri,Douala V
Phamarcie Athera,3.886791,11.547485,Centre,Mefou-et-Afamba,YaoundÃ© V
Phamarcie Départementale,5.452106,10.067443,West,Menoua,Dschang
Phamarcie de l'Unité,5.458281,10.069269,West,Menoua,Dschang
Phamarcie de la Gare,5.440249,10.05008,West,Menoua,Dschang
Phamarcie de la Menoua,5.447843,10.060019,West,Menoua,Dschang
Phamarcie du Marché,5.442671,10.053594,West,Menoua,Dschang
Phamarcie du Secours,5.470373,10.421466,West,Mifi,Bafoussam I
Pharamacie de Bertoua,4.575674,13.682734,East,Lom-Et-Djerem,Bertoua I
Pharlacie du campus,7.411488,13.547933,Adamaoua,Vina,NgaoundÃ©rÃ© III
Pharmacie 2000,3.885717,11.507921,Centre,Lekie,YaoundÃ© I
Pharmacie 2000,3.889516,11.514667,Centre,Lekie,YaoundÃ© I
Pharmacie 3A,3.827611,11.470706,Centre,Mfoundi,YaoundÃ© VI
Pharmacie AIDA,4.743291,11.225191,Centre,Mbam-et-Inoubou,Bafia
Pharmacie Adama,7.321013,13.575159,Adamaoua,Vina,NgaoundÃ©rÃ© I
Pharmacie Akwa-Nord,4.073353,9.716825,Littoral,Wouri,Douala I
Pharmacie Al Cnar,12.111604,15.028376,,,KoussÃ©ri
Pharmacie Al Maraz,12.084755,15.026029,Far North,Logone-Et-Chari,KoussÃ©ri
Pharmacie Al Salama,12.087233,15.028088,Far North,Logone-Et-Chari,KoussÃ©ri
Pharmacie Ambre,3.798498,10.129412,Littoral,Sanaga-Maritime,ÃdÃ©a I
Pharmacie Amienoise,5.470068,10.417422,West,Mifi,Bafoussam I
Pharmacie Assalam,9.30756,13.402497,North,Benoue,Garoua II
Pharmacie Aumachae,3.868808,11.552818,Centre,Mfoundi,YaoundÃ© IV
Pharmacie Awal,7.319191,13.589912,Adamaoua,Vina,NgaoundÃ©rÃ© II
Pharmacie Axiale,4.070765,9.718707,Littoral,Wouri,Douala I
Pharmacie BINAM,5.482734,10.42919,West,Mifi,Bafoussam II
Pharmacie Bafia,4.742171,11.22509,Centre,Mbam-et-Inoubou,Bafia
Pharmacie Balance,3.861713,11.537034,Centre,Mfoundi,YaoundÃ© IV
Pharmacie Barka,9.307176,13.39908,North,Benoue,Garoua II
Pharmacie Bastos,3.892094,11.512027,Centre,Lekie,YaoundÃ© I
Pharmacie Bell,4.0359,9.694128,Littoral,Wouri,Douala I
Pharmacie Bethesda,3.832313,11.48858,Centre,Mfoundi,YaoundÃ© III
Pharmacie Biyem-assi Dr Tchachou Joseph,3.837295,11.484966,Centre,Mfoundi,YaoundÃ© VI
Pharmacie Bleue,3.907677,11.542265,Centre,Mefou-et-Afamba,YaoundÃ© V
Pharmacie Botanik,3.861166,11.572986,Centre,Mfoundi,Nkolafamba
Pharmacie Buvole Abondo,3.889283,11.492716,Centre,Lekie,YaoundÃ© II
Pharmacie Camerounaise,3.862906,11.521442,Centre,Mfoundi,YaoundÃ© I
Pharmacie Carrefour Z,4.054597,9.749566,Littoral,Wouri,Douala V
Pharmacie Coop Univers,7.294014,13.574304,Adamaoua,Vina,NgaoundÃ©rÃ© I
Pharmacie De L'arche,3.866342,11.529587,Centre,Mfoundi,YaoundÃ© V
Pharmacie De L'espoir,5.142159,10.520805,West,Nde,BangangtÃ©
Pharmacie De La Charité,4.042304,9.715468,Littoral,Wouri,Douala II
Pharmacie De La Cité,3.885198,11.551793,Centre,Mefou-et-Afamba,YaoundÃ© V
Pharmacie De La Gloire,2.946501,9.913284,South,Ocean,Kribi II
Pharmacie De La Grande Mosquée,9.330017,13.411214,North,Benoue,Garoua II
Pharmacie De La Persévérance,9.297834,13.399593,North,Benoue,Garoua I
Pharmacie De La Rosée,3.900232,11.55683,Centre,Mefou-et-Afamba,YaoundÃ© V
Pharmacie Du Bleu,3.880537,11.450619,Centre,Lekie,YaoundÃ© VII
Pharmacie Du Cypres,3.872903,11.454964,Centre,Lekie,YaoundÃ© VII
Pharmacie Du Grand Marché,9.307887,13.399507,North,Benoue,Garoua II
Pharmacie Du Lamidat Dr Souleymanou Saly,9.305926,13.398234,North,Benoue,Garoua I
Pharmacie EMERAUDE,10.601359,14.321595,Far North,Diamare,Maroua II
Pharmacie EMERAUDE,10.600926,14.321474,Far North,Diamare,Maroua II
Pharmacie EMIA,3.862683,11.501731,Centre,Mfoundi,YaoundÃ© III
Pharmacie Efoulan,3.835665,11.506852,Centre,Mfoundi,YaoundÃ© III
Pharmacie Ekounou,3.843955,11.539905,Centre,Mfoundi,YaoundÃ© IV
Pharmacie Ekounou,3.844047,11.540523,Centre,Mfoundi,YaoundÃ© IV
Pharmacie Emmanuel,3.879706,11.508359,Centre,Mfoundi,YaoundÃ© II
Pharmacie Equaser,2.922901,11.149987,South,Mvila,Ebolowa II
Pharmacie Ferngo,10.594589,14.314833,Far North,Diamare,Maroua I
Pharmacie Française,3.863649,11.519731,Centre,Mfoundi,YaoundÃ© I
Pharmacie Gabriel,4.059494,9.724415,Littoral,Wouri,Douala V
Pharmacie Galien,4.577489,13.686422,East,Lom-Et-Djerem,Bertoua II
Pharmacie Garou,7.319126,13.587892,Adamaoua,Vina,NgaoundÃ©rÃ© II
Pharmacie Get Better,3.852481,11.480823,Centre,Mfoundi,YaoundÃ© VI
Pharmacie Hakkore,3.843579,11.536017,Centre,Mfoundi,YaoundÃ© IV
Pharmacie Isis,3.864252,11.548322,Centre,Mfoundi,YaoundÃ© IV
Pharmacie Jade,9.296746,13.389195,North,Benoue,Garoua I
Pharmacie Jireh,3.967267,11.593688,Centre,Mefou-et-Afamba,Soa
Pharmacie Joss,4.042138,9.687051,Littoral,Wouri,Douala I
Pharmacie Jouvance,3.835236,11.484943,Centre,Mfoundi,YaoundÃ© VI
Pharmacie Jérusalem,3.840371,11.476871,Centre,Mfoundi,YaoundÃ© VI
Pharmacie KALIAO,10.599737,14.317777,Far North,Diamare,Maroua I
Pharmacie KD,4.066853,9.709129,Littoral,Wouri,Douala I
Pharmacie Ketchy Madagascar,3.882822,11.49266,Centre,Lekie,YaoundÃ© II
Pharmacie Kotto,4.091792,9.749665,Littoral,Wouri,Douala V
Pharmacie La Concorde,4.055052,9.698911,Littoral,Wouri,Douala I
Pharmacie La Coupole,4.063639,9.71441,Littoral,Wouri,Douala I
Pharmacie La Destinée,2.914639,11.166784,South,Mvila,Ebolowa II
Pharmacie La Référence,3.894158,11.549081,Centre,Mefou-et-Afamba,YaoundÃ© V
Pharmacie La Shekinah,4.002233,9.761925,Littoral,Wouri,Douala III
Pharmacie La santé,3.774086,12.246856,Centre,Nyong-et-Mfoumou,Akonolinga
Pharmacie Lamarine,4.06349,9.706006,Littoral,Wouri,Douala I
Pharmacie Le Bon Berger,3.881321,11.538846,Centre,Mfoundi,YaoundÃ© V
Pharmacie Le Cygne,3.861815,11.530378,Centre,Mfoundi,YaoundÃ© V
Pharmacie Les Merveilles,4.041466,9.745328,Littoral,Wouri,Douala III
Pharmacie Lilias,4.069833,9.726141,Littoral,Wouri,Douala V
Pharmacie Lyonnaise,3.876071,11.497012,Centre,Mfoundi,YaoundÃ© II
Pharmacie MESSA,3.872231,11.504311,Centre,Mfoundi,YaoundÃ© VI
Pharmacie Madelon,5.463596,10.424399,West,Koung-Khi,Bafoussam I
Pharmacie Makepe,4.084838,9.755264,Littoral,Wouri,Douala V
Pharmacie Mandela,3.864119,11.497255,Centre,Mfoundi,YaoundÃ© VI
Pharmacie Marijova,3.870309,11.48164,Centre,Mfoundi,YaoundÃ© VI
Pharmacie Masseboeuf,10.605015,14.325871,Far North,Diamare,Maroua II
Pharmacie Melen,3.850406,11.486577,Centre,Mfoundi,YaoundÃ© VI
Pharmacie Mere D'enfants Ni,9.303753,13.392528,North,Benoue,Garoua I
Pharmacie Messamendongo,3.79662,11.522528,Centre,Mfoundi,YaoundÃ© IV
Pharmacie Mokolo,4.579299,13.684137,East,Lom-Et-Djerem,Bertoua II
Pharmacie Moliva,3.877938,11.494782,Centre,Lekie,YaoundÃ© II
Pharmacie Mondial,4.057972,9.710331,Littoral,Wouri,Douala I
Pharmacie Mongale,3.886209,11.492331,Centre,Lekie,YaoundÃ© II
Pharmacie Montesquieu (espace Conseils),3.862544,11.524999,Centre,Mfoundi,YaoundÃ© V
Pharmacie Moto George,3.889256,11.517993,Centre,Lekie,YaoundÃ© I
Pharmacie Mvog Ada,3.864378,11.527727,Centre,Mfoundi,YaoundÃ© V
Pharmacie Mvog-Ada,3.864358,11.527806,Centre,Mfoundi,YaoundÃ© V
Pharmacie Mvog-Atangana Mballa,3.848852,11.519294,Centre,Mfoundi,YaoundÃ© IV
Pharmacie Nectar,5.484419,10.437737,West,Mifi,Bafoussam I
Pharmacie Ngaha Clovis,7.319797,13.592744,Adamaoua,Vina,NgaoundÃ©rÃ© II
Pharmacie Notre-Dame,3.885586,11.502639,Centre,Lekie,YaoundÃ© II
Pharmacie Noubissi,5.471779,10.421243,West,Mifi,Bafoussam I
Pharmacie Noubissi,5.471967,10.421576,West,Mifi,Bafoussam I
Pharmacie Nouvelle,4.048309,9.694475,Littoral,Wouri,Douala I
Pharmacie Nsam,3.825109,11.507669,Centre,Mfoundi,YaoundÃ© III
Pharmacie Nsimeyong,3.835237,11.494412,Centre,Mfoundi,YaoundÃ© III
Pharmacie Odza,3.807545,11.530314,Centre,Mfoundi,YaoundÃ© IV
Pharmacie Olezoa,3.846497,11.514813,Centre,Mfoundi,YaoundÃ© III
Pharmacie Olympique,4.059915,9.702259,Littoral,Wouri,Douala I
Pharmacie Oxygene,7.326409,13.585692,Adamaoua,Vina,NgaoundÃ©rÃ© II
Pharmacie Oxygène,7.325664,13.584925,Adamaoua,Vina,NgaoundÃ©rÃ© II
Pharmacie PK8,4.046269,9.75364,Littoral,Wouri,Douala III
Pharmacie Pierre Moyo,5.478291,10.418955,West,Mifi,Bafoussam I
Pharmacie Populaire,9.316836,13.40437,North,Benoue,Garoua II
Pharmacie Populaire,3.873666,11.540057,Centre,Mfoundi,YaoundÃ© V
Pharmacie Populaire,9.312283,13.400814,North,Benoue,Garoua II
Pharmacie Provinciale,3.879509,11.515944,Centre,Mfoundi,YaoundÃ© I
Pharmacie Provinciale,9.318888,13.40576,North,Benoue,Garoua II
Pharmacie Provinciale,9.303648,13.400621,North,Benoue,Garoua II
Pharmacie Rapido Fiango,4.639063,9.448743,South-West,Meme,Kumba II
Pharmacie Royale,4.027269,9.70398,Littoral,Wouri,Douala I
Pharmacie Royale,3.831758,11.47077,Centre,Mfoundi,YaoundÃ© VI
Pharmacie SALVIA,5.489451,10.405681,West,Mifi,Bafoussam II
Pharmacie Saint Bernadette,3.852842,11.499024,Centre,Mfoundi,YaoundÃ© III
Pharmacie Saint Thomas,4.165156,11.534275,Centre,Lekie,Obala
Pharmacie Saint Uriel,3.831293,11.53993,Centre,Mfoundi,YaoundÃ© IV
Pharmacie Saint-Luc,3.868077,11.531993,Centre,Mfoundi,YaoundÃ© V
Pharmacie Sainte Monique,5.461852,10.42777,West,Koung-Khi,Bafoussam I
Pharmacie Samba,2.910287,11.148887,South,Mvila,Ebolowa II
Pharmacie Shell,4.008786,9.742199,Littoral,Wouri,Douala III
Pharmacie Siloë,3.848964,11.482124,Centre,Mfoundi,YaoundÃ© VI
Pharmacie Sim Ba'a,3.828305,11.479341,Centre,Mfoundi,YaoundÃ© III
